timestamp, usage
0,0
1,63.508587
2,62.02455
3,47.476383
4,48.2375
5,56.26144
6,56.10722
7,61.81667
8,55.100067
9,50.450367
10,56.403362
11,57.31667
12,65.51664
13,65.752144
14,54.533337
15,56.202435
16,51.324017
17,40.55521
18,47.487106
19,56.10793
20,62.28337
21,56.24208
22,61.565212
23,64.26925
24,70.77092
25,73.62069
26,65.316795
27,49.4834
28,49.886795
29,46.55
30,41.849735
31,43.819504
32,50.06657
33,50.050003
34,50.06677
35,54.535305
36,58.100536
37,57.39746
38,66.700005
39,66.89404
40,64.474335
41,75.39524
42,70.33438
43,54.87268
44,65.36667
45,67.670204
46,60.840454
47,58.566334
48,56.703243
49,51.65277
50,49.9832
51,42.23424
52,42.33421
53,46.57432
54,41.06123
55,40.99629
56,43.545578
57,27.236078
